"abdt","female","black","hispanic","othrace","dep","q1","q2","q3","q4","q5","q6","recall","agelt35","agegt54","durable","nondurable","lusd","husd","muld","c1","c2","ate","var_ate"
10880,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.431802417893669,1.45785168896852,0.156599579365098,0.0163980867809828
10565,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.3158407955591,-1.76300140981846,0.0180645921316797,0.0106638956962448
10789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.34004832871308,-0.4929974270165,-0.125190653678132,0.0165070270480961
10768,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.08785010914859,0.0130670295710279,0.0301479530116853,0.0262621948764981
10649,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.313528080280967,-1.22983299868012,0.128913824894487,0.0171923774904476
10670,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.50924805863212,1.85788722156816,0.0416428118157045,0.0177553700985385
10600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.863955369810596,-1.04678907965693,-0.0646246219217591,0.00421882690161577
10796,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.9436811983542,-0.0200879830512039,0.0286364308273336,0.0326875436856931
10873,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.196596452875799,1.24053971008873,-0.305135847506723,0.0160182899459724
10558,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0.339663853065997,-1.32608694886906,0.0394621005211403,0.0104740201743243
10691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.374217877383276,-2.06393427163338,0.00494518293351014,0.0306018399491692
10593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.508175138277869,-1.43856104961737,0.00796214147024424,0.0352700842724521
10649,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.738537824751829,0.234128972576895,-0.0880440223636173,0.0247300600804969
10866,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.252775019794016,1.48647889063521,0.133533898048703,0.0203061174040694
10621,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.380846510926474,-2.22578077353172,-0.00571152920888955,0.0243560674953824
10607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.121058864152572,-0.928949254851006,-0.126936949635166,0.0562566597049328
10831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.653910082893206,0.655937708815476,0.11849089095021,0.0216679547769749
10810,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.95625435201067,0.0332219779289308,-0.0324119298412393,0.0123502726588455
10677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.183924632434921,-0.662399449950338,-0.195308108539826,0.0106884436644939
10551,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.390549100839433,-1.90276032642872,-0.00349421396508579,0.0313053689721418
10733,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-1.96646303550279,-1.53415151053686,0.568030050000701,0.030153402998378
10796,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.9436811983542,-0.0200879830512039,-0.0242167834622153,0.0500274790057363
10712,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.07188273129382,-1.41577159168225,-0.190252001029599,0.0630687662779586
10768,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.01639911271274,1.62306395537204,0.00937441977805115,0.0130127522520158
10607,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.09600502850715,-1.38127032593613,-0.0797085982119912,0.00704135245546822
10719,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.03987105630653,-0.580921227198376,-0.18649245222823,0.0204240850768226
10726,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-1.62726796978819,-1.39693216573327,-0.0868083122159843,0.0173571832045034
10607,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-0.868762593778195,-0.997863219054081,-0.176621621517081,0.0505615622450817
10593,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.42860594382997,-0.406001892227854,-0.0763111268782786,0.0464629683343359
10593,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.52755393176975,0.22476185513603,-0.0748732990332354,0.0167427425433245
10845,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.928468362168817,0.447583597100211,-0.086536494855675,0.0223015128929741
10558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.734624843087961,-1.13211189234557,-0.096342562375567,0.0266247046799427
10803,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.01837371188934,1.25292420546144,-0.0434336187557147,0.0243664344491093
10852,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.31070300501695,1.10101963975606,0.0613156107300412,0.0601441390952137
10705,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.665231094289099,-0.269114198708133,0.0636137213665294,0.0247544033516717
10831,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1.72415660904244,0.0199089649806744,0.00341812327684776,0.003915220382666
10663,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-2.37968969892712,-1.75713896402202,0.525885569098832,0.0252385697664451
10684,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.19859929091587,-0.731731121075753,-0.211991304555043,0.0308633403233852
10684,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1.85301378328125,0.386523788456255,0.121504438001998,0.0185769330284562
10761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.286774061123652,-0.808379213841124,-0.101839711877943,0.0276024833218763
10600,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2.23375389286084,1.16181825597732,-0.0675016960944574,0.0108761479537986
10544,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.913652241187614,-1.10348469067888,-0.105546352184659,0.0203401855274682
10698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.273307596196204,-0.5919722044655,-0.160149885536455,0.0130344575136224
10411,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.32044216938478,-3.38168419754635,0.136172121180715,0.016063405241823
10698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.533514371328283,-1.03073904682468,-0.0255207729933899,0.00839297361202389
10782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.33376175188484,-0.51965240750657,-0.167866290594874,0.0373456190984733
10733,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0187194927799793,0.29282162380775,-0.114737373194913,0.00959701011707923
10621,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.418595909302435,-0.49298731297345,-0.127466964647439,0.0211942939902492
10831,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1.4069825462278,0.464102247548939,-0.0330993027452759,0.0214997860686365
10607,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.933287069952741,0.297894810225744,-0.0291372680471284,0.0178870863979426
10593,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.263235465655087,-1.44307284260066,0.156360358297134,0.0238145024171935
10845,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.18851384774909,-0.108190390759887,-0.0463522337681176,0.0114069188107635
10523,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.64232715439297,-1.99164001103556,0.0747405817049049,0.0767549995670103
10782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.2478372367346,0.834469834855386,0.0914731246060895,0.0393492983121261
10726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.318206945264827,-0.941654116291458,0.00938192789377909,0.0306974073611973
10628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.378878032465214,0.444485713216483,-0.0255836397318023,0.0224677317664189
10719,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.23003217505705,-0.598456218625419,-0.192543671537165,0.0351070497188937
10530,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1.29183725100624,-1.35180833027048,-0.100468197635451,0.0428058826127352
10600,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.379517664814415,-1.27792244629814,0.0376063601534334,0.0133270225099283
10782,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.173211048121592,0.0949881742456066,-0.213330188081309,0.0355854310271303
10649,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.20328848323898,-0.403902382440224,-0.0935695017049273,0.0133046686324926
10817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.641336929236736,0.602627747835342,0.0500904905459851,0.0261729702109046
10523,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.03847987030406,-1.63607531194469,0.0473334974554002,0.0244468632064735
10726,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.131999659065961,-0.403415119858404,-0.0285640058204194,0.0255814251656199
10838,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-2.33265927571461,0.0473171489583699,-0.142795984952538,0.0479961335303663
10565,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.3158407955591,-1.76300140981846,-0.0179439464285856,0.0080022108792282
10516,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.357549063318115,-1.1970814141954,-0.00364867866041096,0.0179710371571834
10586,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.404265017255982,-1.05211953071982,0.125148823602238,0.00690065282569629
10740,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-1.45395298522854,-0.214026503449508,-0.0794131041140037,0.0153584516196557
10607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.121058864152572,-0.928949254851006,-0.136139630777978,0.0489344301466456
10537,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.334416352299019,-0.00505576284860798,0.14591215579033,0.00784411773132636
10677,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.34595517817426,-0.667956383234597,-0.0299780078490557,0.0162016292923887
10516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.772344304057371,-1.29204177528598,0.01632021577841,0.00899960973553828
10586,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1.78191908205944,-0.279726712855906,0.0867069284258618,0.0151044475221294
10789,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.40778980245352,1.51931930159557,-0.0241902902264947,0.053572904542743
10649,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.968795764298542,-0.387129228541356,-0.187451529266759,0.0159292351918887
10796,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-2.23020110865394,0.406320065660196,-0.119002710451302,0.0284161067163485
10684,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.14405603742824,-0.924481229568078,0.0188181170825759,0.0103680479536925
10649,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.692926790866874,0.68832497998034,-0.115530292048841,0.0196376620583758
10796,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.51725325765882,0.24777028929961,-0.02322169028951,0.0210571604706103
10544,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.3638588455184,-1.64172368711194,0.0369731526926767,0.0262335711429086
10810,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,-1.95089760520798,0.0401693810719698,-0.237836322788584,0.0289629216673072
10810,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.57291520078464,0.489523811715158,-0.25757407562367,0.0394863864220276
10621,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.46677102607671,-0.871658531169763,-0.14084170450878,0.015411687369237
10565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.982932306672735,-1.92687573511211,-0.0514915297233689,0.0124131930067015
10593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.698336257028384,-1.42102605819032,-0.00488017143898664,0.0104776613962431
10698,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.578397519792653,0.865372147425442,-0.164724952768387,0.0245831396084045
10572,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.21168999705939,0.0134254310551253,-0.022820962253397,0.014522398331008
10523,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.151376942037709,-0.341545550652288,0.0093921065725361,0.0211953215770679
10635,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.08407001984165,-0.908778288520855,-0.229311334797657,0.0092904191697492
10614,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.184346853893492,0.669843786076607,-0.00357278178121409,0.0296239365719844
10418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.07581935703175,-2.99389299028701,-0.00415153085729446,0.029432029348197
10586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.416597493434623,0.284555830276085,-0.000264526210830112,0.0104811584826305
10565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.982932306672735,-1.92687573511211,-0.0398355419630199,0.0136771804185242
10558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.89135466182949,-0.203758855218662,-0.0159357046148981,0.0245065661212392
10621,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.84509563932589,-0.966824138186721,-0.0207584692868497,0.0195051902797541
10747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0447531743671138,-0.0402703515646531,-0.0944303587462512,0.0145071166450795
10747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.661414023141084,-0.496572185350881,-0.173633812308265,0.0222341950768314
10803,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.40017437951322,0.544805993871914,0.0955903247046239,0.00962624029838796
10761,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3.26242707322692,1.66985371989074,0.0793165582572766,0.00817657229516509
10824,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.10950935656231,1.56161652815343,0.158212660347339,0.0177191865852745
10726,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.400897128316395,-1.11213526716801,-0.0462491225120165,0.0318011235222555
10782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.2478372367346,0.834469834855386,0.113661268901839,0.051628949643634
10572,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.782941046992397,-1.22590310276022,-0.235645172327347,0.0238336719163649
10810,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.635050352408502,0.575972767345277,0.0666937221037641,0.0168706311141193
10880,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.19676474719541,3.18535266923926,0.0740834294186141,0.00660284983828001
10628,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.222148213723685,-0.483867323910429,-0.251723421089328,0.0339587631462968
10614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.851203147770085,-1.89129952725252,-0.375744796333259,0.0408040854452828
10551,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.94127562177863,-0.947626538702735,-0.205239115034373,0.0320296508749822
10523,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.956218845979651,-1.24785180336886,-0.0238405206625038,0.0149504648044957
10852,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.251445618589075,-0.26235028427492,-0.0529583711783014,0.0254862409857526
10593,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.14774357261004,-0.632143576323304,0.0455442028258482,0.0159593811676945
10663,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1.48719873157793,-1.25151279720378,-0.0865965032643956,0.0250048729813654
10817,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.57920177761287,0.516178792205223,-0.20177690584721,0.0189394691266374
10544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.00179203715744,-2.00684067658231,-0.0490311035343263,0.00780118996909426
10691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.0768599006174524,-0.601092193528527,-0.215359596199706,0.0344913514903775
10600,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.413748765479808,-0.508550083223872,-0.0820179893670962,0.0258187688656036
10544,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-0.219825171106304,-1.47311347313255,0.11888997099975,0.0332965457287757
10740,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.270164248406818,-0.60967612147107,-0.185203278030823,0.0222184977192111
10635,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1.44874642725298,-1.08399340558614,-0.0810843318301891,0.0211862440862362
10719,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.755818730928953,-1.90575470281591,-0.400386247661065,0.0258061148985923
10810,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.594187543649708,0.398338967399309,-0.0254391654422226,0.0140678102823582
10768,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.53519573981523,0.329593928774754,-0.175152115799556,0.0578686180486887
10705,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.767723506882198,1.17520695473906,-0.0743783974336497,0.014753721540146
10663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.171351478778451,-0.715709410930473,-0.271799002655515,0.0335340457305596
10726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.298453903509144,-0.48535228250523,-0.296275333373087,0.0263332169120445
